evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
14 24.6151046433 24.6151046433 1.541667 3.875000 1.458333 -4.875000 1.291667 -0.125000 4.041667 -1.541667 1.625000 2.625000 -1.375000 2.791667 -1.625000 -4.375000 1.208333 0.291667 3.958333 -1.458333 -1.041667 -1.791667 4.291667 -3.791667 0.875000 3.791667 -1.208333 0.791667 1.875000 2.625000 -1.291667 0.875000 -0.875000 2.708333 -4.125000 -2.458333 -2.541667 -4.041667 -0.208333 0.041667 -1.541667 -2.375000
15 79.5497544925 24.6151046433 1.208333 -4.958333 3.291667 4.208333 -0.458333 4.458333 1.708333 2.375000 3.291667 1.041667 4.291667 -3.458333 -3.125000 1.458333 -0.375000 -2.208333 -0.625000 -3.208333 1.708333 2.041667 2.791667 -1.625000 -0.541667 -3.958333 -3.541667 4.458333 3.291667 -3.708333 -0.208333 -1.875000 3.708333 -4.041667 4.708333 1.458333 -2.458333 -0.791667 4.125000 0.625000 4.791667 0.625000
16 95.8254426514 24.6151046433 3.125000 -3.041667 -0.958333 3.541667 1.958333 -1.541667 0.458333 4.708333 2.125000 1.541667 -1.125000 -4.625000 1.208333 2.708333 1.291667 0.958333 -0.041667 1.291667 1.125000 1.958333 -4.625000 0.375000 1.375000 3.291667 -2.458333 -2.458333 -3.208333 4.291667 -0.291667 1.291667 3.541667 2.125000 2.791667 -3.208333 4.791667 -0.958333 0.625000 1.375000 3.041667 2.958333
17 54.3820083174 24.6151046433 -2.875000 4.791667 4.875000 -0.791667 4.208333 -4.541667 -1.125000 -1.125000 0.791667 2.458333 4.791667 0.541667 2.041667 -0.791667 -2.125000 4.958333 -4.625000 -4.375000 -0.458333 3.125000 4.625000 1.541667 -3.958333 3.458333 -2.958333 0.708333 -1.458333 -2.208333 1.708333 1.375000 -1.125000 3.208333 4.875000 3.125000 -0.791667 3.541667 -1.291667 2.541667 -2.291667 4.458333
18 57.4586967828 24.6151046433 2.125000 2.875000 3.125000 0.708333 -2.541667 1.791667 -1.541667 0.958333 3.458333 -3.958333 4.875000 -0.041667 -1.125000 0.291667 -1.291667 -1.791667 1.541667 4.375000 4.041667 -2.041667 1.041667 -1.541667 -3.625000 -4.125000 3.541667 -2.125000 -2.291667 -1.208333 -1.708333 4.125000 -2.625000 0.791667 -4.541667 -4.541667 3.791667 -3.541667 -4.541667 -2.541667 4.708333 -1.625000
19 52.4012760428 24.6151046433 -4.625000 -2.708333 -4.041667 -1.541667 0.208333 -0.791667 2.458333 -4.208333 1.875000 2.791667 2.041667 1.208333 -4.125000 3.458333 -3.958333 -1.541667 -0.541667 -2.208333 -4.041667 -2.708333 3.875000 1.791667 1.541667 -1.458333 1.458333 -3.958333 -4.041667 0.125000 -3.208333 -4.875000 1.208333 4.958333 -2.541667 2.958333 2.541667 4.458333 -1.875000 -3.375000 1.958333 2.125000
20 186.1793761629 24.6151046433 0.958333 0.625000 1.125000 4.458333 -1.541667 4.125000 2.208333 -4.791667 -1.208333 -1.791667 -2.208333 -0.125000 3.125000 -4.458333 -2.791667 -1.625000 -0.708333 -1.291667 0.875000 2.375000 4.375000 3.875000 1.791667 -2.041667 -4.041667 -4.375000 -1.541667 -4.708333 -1.375000 2.291667 4.875000 0.208333 3.208333 2.875000 2.958333 2.875000 -0.541667 1.791667 -3.958333 -3.041667
21 38.7386879941 24.6151046433 -1.625000 3.208333 1.208333 -2.791667 3.208333 -2.375000 3.291667 -3.041667 3.958333 -1.625000 -0.291667 -0.708333 3.708333 -2.958333 -1.791667 0.375000 4.875000 2.541667 -1.208333 -1.041667 2.708333 -2.208333 1.458333 0.708333 -3.625000 2.708333 4.291667 -3.458333 4.291667 3.041667 0.208333 1.291667 3.041667 -0.625000 -0.041667 -4.708333 0.708333 1.875000 -0.625000 -2.458333
22 33.1260442181 24.6151046433 2.958333 -1.708333 -4.208333 0.041667 1.125000 -1.458333 1.291667 0.541667 4.208333 2.041667 1.791667 0.708333 -1.291667 4.958333 4.041667 0.541667 3.458333 0.041667 -3.208333 3.208333 -1.958333 -0.041667 2.291667 -1.791667 -4.208333 -3.625000 0.458333 -1.708333 -4.291667 2.375000 1.541667 0.375000 3.541667 -2.875000 -0.541667 1.125000 4.375000 3.291667 -4.458333 -3.791667
23 28.6634995236 24.6151046433 -4.458333 0.375000 1.875000 3.125000 0.958333 -0.625000 -3.625000 -0.208333 -4.041667 4.291667 1.291667 -0.958333 -1.708333 0.958333 -0.125000 4.125000 -3.958333 2.958333 4.125000 0.625000 -0.708333 -0.208333 3.708333 2.375000 -0.291667 0.541667 3.541667 -3.541667 -4.625000 1.958333 -3.125000 3.291667 -1.875000 4.291667 1.041667 4.875000 4.875000 4.208333 -2.625000 3.208333
24 66.7632270547 24.6151046433 -3.708333 -4.458333 -4.541667 -0.708333 2.625000 -0.375000 -4.125000 -2.041667 -0.625000 3.791667 -4.375000 -4.541667 4.375000 -1.791667 -0.875000 -4.458333 -1.708333 -2.625000 -0.125000 0.291667 -1.375000 -2.875000 1.291667 -4.375000 -2.375000 -1.125000 -0.791667 2.125000 2.291667 -1.125000 2.791667 2.291667 3.708333 -1.708333 -2.958333 3.041667 0.958333 3.125000 3.625000 -2.291667
25 29.6927505798 24.6151046433 3.708333 -4.875000 0.875000 -0.875000 -4.291667 0.125000 0.958333 -1.291667 -2.875000 4.541667 -3.875000 4.875000 4.458333 -1.375000 4.958333 2.875000 2.875000 1.208333 1.875000 -2.458333 -0.208333 1.708333 4.208333 1.875000 -3.375000 -1.291667 3.041667 -2.375000 4.125000 -0.625000 -3.041667 -1.541667 2.375000 4.541667 -2.708333 1.041667 -4.208333 -2.625000 -4.875000 -1.041667
26 165.4611340703 24.6151046433 2.541667 -4.625000 4.708333 3.375000 1.541667 -1.041667 1.208333 0.708333 -3.458333 3.458333 -3.041667 -0.791667 1.875000 -1.541667 0.708333 -3.791667 1.958333 1.541667 -3.541667 3.625000 0.625000 3.125000 -0.375000 -3.625000 2.958333 -0.041667 -2.708333 4.625000 -1.125000 -0.541667 2.541667 -4.291667 4.541667 0.291667 1.791667 -3.958333 2.208333 0.708333 -0.208333 -0.208333
27 57.9500718151 24.6151046433 3.958333 1.291667 -0.208333 -2.125000 4.458333 -0.291667 -0.625000 2.791667 -0.458333 -1.291667 -0.541667 -2.041667 -0.458333 1.708333 -0.625000 1.791667 -2.041667 3.541667 -3.791667 -3.375000 -2.958333 3.041667 -1.208333 3.541667 0.458333 4.875000 -3.625000 1.791667 3.291667 -2.375000 1.375000 -3.041667 2.208333 -3.625000 0.625000 -4.625000 1.541667 -4.458333 -3.708333 3.458333
28 98.4274807901 24.6151046433 4.041667 -3.125000 -4.625000 -2.375000 -4.208333 -4.458333 -0.125000 4.541667 -1.458333 -1.708333 -2.791667 2.875000 -4.291667 -3.791667 -1.625000 0.875000 3.875000 -4.875000 -0.791667 0.541667 1.791667 0.291667 -2.625000 -3.791667 0.791667 1.708333 -1.375000 1.958333 -2.625000 -1.625000 -3.708333 1.791667 0.125000 3.458333 -3.208333 0.791667 0.375000 -4.208333 2.541667 4.041667
29 185.3783137080 24.6151046433 -0.708333 4.208333 -1.041667 -4.958333 -2.708333 -2.625000 -0.208333 -3.375000 4.375000 -0.791667 1.125000 -4.791667 4.208333 3.541667 0.541667 1.625000 -3.458333 3.041667 2.041667 -0.625000 1.125000 4.291667 -1.875000 0.291667 -3.041667 3.875000 -3.458333 -1.291667 1.791667 -1.291667 2.375000 4.708333 -3.291667 -0.291667 -0.375000 4.541667 -1.791667 -4.625000 1.375000 -0.541667
30 39.6187737348 24.6151046433 2.208333 4.291667 0.708333 -2.208333 -3.458333 2.625000 3.125000 2.125000 -0.125000 3.208333 3.208333 -2.125000 -1.875000 0.708333 -1.458333 -3.708333 -4.541667 -3.291667 -4.458333 -0.125000 2.458333 0.875000 2.041667 -1.541667 -4.625000 2.041667 1.041667 -4.875000 1.958333 0.958333 -3.375000 -3.875000 1.375000 1.875000 3.208333 -0.875000 -2.208333 -1.791667 2.125000 3.958333
31 74.4850968214 24.6151046433 2.708333 0.875000 4.208333 -4.375000 -1.208333 0.875000 -4.791667 -1.208333 -0.208333 -4.625000 -1.041667 0.875000 -4.458333 -0.291667 -2.625000 4.541667 -4.375000 -2.041667 -0.041667 -3.625000 0.541667 3.208333 -3.791667 -3.375000 -4.708333 1.375000 -3.041667 1.125000 3.958333 1.875000 4.625000 -4.625000 -0.541667 3.291667 1.708333 4.708333 -3.791667 -4.291667 -3.041667 2.041667
32 47.6294143179 24.6151046433 -0.041667 -2.958333 -1.541667 -2.541667 3.291667 0.541667 -3.125000 -1.625000 1.458333 4.125000 1.958333 4.708333 -4.208333 2.791667 -3.541667 2.458333 2.625000 -0.875000 -4.375000 2.791667 1.291667 1.041667 3.125000 0.791667 -0.458333 -0.625000 -4.125000 -3.291667 0.291667 2.458333 -4.208333 4.125000 2.958333 2.625000 -4.791667 2.958333 -2.541667 -2.791667 0.291667 0.375000
33 55.3707427663 24.6151046433 -2.541667 3.958333 -1.708333 -1.208333 -2.458333 3.291667 -3.208333 3.708333 -0.875000 3.708333 3.708333 -1.375000 2.708333 2.375000 0.375000 4.375000 -3.291667 4.875000 -2.291667 -2.875000 0.291667 0.791667 -3.541667 3.958333 3.875000 0.291667 -0.125000 -0.291667 3.875000 0.541667 3.208333 -0.458333 -0.041667 -1.875000 2.875000 1.458333 -3.708333 -0.208333 -0.791667 -0.958333
34 31.7764113777 24.6151046433 4.458333 2.458333 -2.208333 0.625000 0.291667 -1.291667 4.958333 0.875000 0.041667 -2.958333 3.791667 4.541667 1.625000 -2.125000 -1.041667 4.208333 -2.291667 -1.625000 1.625000 3.291667 0.375000 -2.958333 2.875000 0.458333 0.541667 -0.291667 2.958333 -4.541667 4.875000 3.375000 -4.125000 -1.208333 3.958333 0.375000 0.041667 -1.958333 -3.375000 3.541667 0.041667 3.291667
35 26.8219038829 24.6151046433 -4.791667 -4.041667 -0.541667 -3.708333 2.291667 -3.791667 -3.875000 -2.541667 -3.791667 -3.125000 -0.375000 -2.791667 0.625000 -3.625000 2.875000 3.208333 3.791667 0.958333 -3.375000 4.875000 -2.791667 2.041667 2.625000 2.541667 -1.875000 0.125000 2.708333 -2.458333 -0.125000 3.791667 4.208333 2.791667 -0.375000 -4.958333 -0.208333 -1.625000 -3.041667 -0.375000 2.458333 2.375000
36 68.8862422036 24.6151046433 -2.458333 2.708333 -2.625000 -2.708333 -3.625000 -1.708333 -0.791667 -0.458333 0.541667 4.208333 3.291667 -2.375000 -2.875000 0.375000 0.875000 -3.541667 0.875000 4.791667 2.458333 4.958333 -1.791667 -1.291667 1.958333 -1.625000 0.375000 -1.708333 -3.541667 4.125000 2.125000 -0.208333 -2.791667 -1.791667 -3.708333 -4.291667 3.541667 -0.125000 2.458333 0.958333 -0.291667 -4.708333
37 45.9939309654 24.6151046433 -0.125000 -0.875000 -0.625000 -0.625000 4.958333 -3.291667 -1.208333 -2.708333 -4.291667 4.625000 2.208333 -3.041667 1.041667 3.125000 -0.791667 4.041667 3.041667 -3.791667 3.208333 3.375000 3.291667 1.125000 2.208333 -4.208333 2.125000 -3.875000 0.041667 -0.625000 -4.708333 -2.041667 2.208333 1.375000 -4.375000 -3.875000 -3.708333 2.541667 -0.125000 1.208333 1.208333 1.541667
38 33.0545539275 24.6151046433 -0.208333 -4.541667 2.291667 2.375000 -2.375000 -2.291667 3.208333 -1.791667 -0.291667 -0.708333 -4.125000 2.625000 -4.541667 0.125000 -4.125000 -3.291667 -3.791667 4.125000 0.291667 4.791667 -0.541667 0.541667 2.125000 4.958333 -3.125000 -0.458333 0.708333 2.041667 0.791667 2.125000 -4.875000 -2.958333 -0.125000 1.041667 -2.041667 -0.375000 -4.625000 -1.875000 -1.375000 1.875000
39 51.6476418671 24.6151046433 -2.208333 -1.875000 4.291667 -2.625000 -1.958333 -2.208333 1.041667 0.791667 3.208333 1.125000 4.208333 -2.625000 4.875000 -3.875000 3.208333 1.541667 -4.958333 2.208333 3.791667 -3.875000 0.041667 3.458333 4.875000 -0.375000 3.708333 1.625000 4.208333 -3.375000 4.541667 4.625000 1.791667 4.041667 -1.958333 3.625000 -2.625000 -2.958333 3.041667 -0.791667 -2.708333 4.875000
40 32.0630169927 24.6151046433 -2.375000 4.125000 0.958333 0.958333 -3.125000 0.625000 0.541667 -0.125000 0.125000 2.208333 4.041667 -4.291667 -0.291667 -3.291667 -3.125000 3.791667 4.208333 0.125000 2.291667 0.708333 0.708333 -3.708333 -4.708333 3.041667 0.958333 0.958333 -0.208333 4.208333 -2.458333 -0.958333 -2.875000 -3.708333 4.041667 -3.125000 -4.458333 1.375000 4.791667 0.125000 -1.625000 4.125000
41 40.3942488106 24.6151046433 0.625000 -0.375000 -4.291667 -4.458333 1.458333 1.541667 -2.375000 1.541667 -3.125000 4.791667 -3.125000 1.708333 -4.958333 4.708333 -4.791667 4.791667 0.458333 -3.625000 -1.958333 4.291667 1.708333 -4.375000 1.208333 -2.208333 -4.375000 -1.458333 -0.958333 0.208333 -3.375000 2.958333 -4.791667 2.375000 -3.375000 -3.458333 1.541667 -3.625000 0.875000 0.375000 2.791667 1.041667
42 169.3728121951 24.6151046433 -4.125000 3.708333 -3.541667 2.125000 -3.375000 3.208333 3.375000 -3.541667 1.791667 1.708333 2.458333 -2.208333 -2.625000 0.541667 4.208333 -0.291667 -2.708333 1.125000 -0.958333 -3.541667 -3.958333 0.625000 4.041667 2.708333 0.208333 -2.708333 -4.875000 -4.291667 0.041667 1.708333 2.125000 -0.875000 0.041667 -4.875000 -1.375000 1.875000 -0.875000 3.208333 3.791667 -1.458333
43 58.7202190869 24.6151046433 -3.791667 -1.541667 4.041667 -3.125000 -0.625000 -1.791667 -2.541667 2.625000 -3.208333 -2.625000 1.708333 0.625000 -3.708333 3.375000 -0.708333 -1.291667 -4.708333 -0.458333 -4.208333 1.458333 -3.541667 -0.875000 2.958333 -0.875000 -2.291667 4.791667 -3.958333 -0.875000 -4.375000 2.875000 -3.541667 -2.708333 2.875000 2.708333 -0.708333 4.791667 0.791667 3.041667 4.541667 4.708333
44 49.7852829361 24.6151046433 -1.291667 2.541667 -0.708333 -2.958333 0.708333 0.291667 2.791667 -3.708333 -4.708333 0.791667 0.708333 -0.541667 2.125000 -4.125000 2.041667 -0.708333 -2.875000 1.958333 -2.375000 -4.875000 2.541667 3.625000 3.625000 -0.708333 -3.875000 -2.791667 3.625000 0.625000 -3.708333 3.708333 -4.041667 3.708333 -0.708333 1.208333 0.875000 -0.708333 1.708333 0.541667 0.708333 -2.875000
45 80.0269522009 24.6151046433 2.291667 -4.375000 -2.958333 -2.291667 -2.875000 0.958333 4.208333 4.958333 4.708333 1.791667 0.791667 -2.541667 -4.041667 0.791667 -3.791667 -0.958333 -1.125000 3.458333 -2.041667 3.791667 -3.791667 2.375000 -2.875000 -4.458333 2.458333 -0.875000 -3.708333 2.375000 4.625000 -2.125000 4.458333 4.791667 1.541667 -2.791667 0.208333 -1.458333 4.541667 3.458333 -3.125000 -3.958333
46 63.7535705909 24.6151046433 -2.791667 -3.958333 -1.291667 2.291667 -4.375000 4.375000 3.791667 -1.958333 2.708333 0.875000 2.291667 1.958333 -2.125000 2.458333 2.291667 4.708333 0.125000 -0.541667 -2.791667 3.458333 -1.708333 -4.791667 -4.958333 -2.458333 -0.375000 3.958333 -2.375000 -2.041667 1.291667 -3.208333 2.041667 -2.625000 -1.291667 1.291667 3.958333 -3.125000 -2.375000 1.458333 3.458333 -4.458333
47 44.1449914543 24.6151046433 4.708333 -1.625000 -2.041667 2.625000 -3.791667 3.875000 3.875000 -0.625000 2.041667 -0.375000 1.875000 4.375000 -1.791667 -0.041667 -4.291667 -0.041667 4.458333 2.458333 -0.625000 -4.958333 -2.625000 2.791667 -3.875000 -1.708333 -4.125000 0.208333 3.375000 3.208333 -3.291667 4.708333 -1.875000 -3.125000 1.958333 -1.458333 -4.625000 -2.041667 -3.208333 -3.125000 2.208333 -0.708333
48 238.1405848465 24.6151046433 -2.625000 3.041667 0.791667 4.375000 2.375000 4.958333 2.708333 -4.708333 3.875000 -4.041667 3.625000 4.458333 -3.291667 0.875000 3.541667 2.125000 3.375000 -4.958333 3.291667 -3.291667 -2.541667 4.125000 3.375000 2.041667 1.541667 -4.708333 -2.541667 0.791667 -0.958333 -3.291667 0.291667 3.625000 4.625000 -2.375000 2.625000 -0.208333 -4.375000 -4.041667 4.125000 -1.875000
49 95.8366603790 24.6151046433 -3.541667 3.291667 2.208333 2.875000 2.875000 4.625000 4.375000 -4.875000 -4.875000 -3.541667 2.708333 1.291667 -1.541667 2.958333 1.708333 -1.708333 -0.375000 -1.375000 -2.541667 4.458333 2.125000 1.291667 4.541667 -3.125000 4.791667 -0.125000 -1.125000 -1.541667 -1.458333 1.541667 2.625000 -4.208333 -2.791667 2.208333 -1.208333 -2.291667 -2.958333 -3.625000 3.708333 3.791667
50 111.2735514981 24.6151046433 -3.458333 4.458333 -4.791667 2.958333 -2.208333 2.541667 2.291667 2.708333 3.375000 -3.291667 -2.541667 3.791667 4.041667 -0.208333 3.291667 -2.458333 -0.958333 2.125000 -2.125000 3.041667 -3.125000 -4.208333 -3.375000 3.708333 2.875000 -2.541667 -0.291667 1.625000 -3.458333 -3.458333 0.708333 1.875000 4.958333 2.541667 -0.875000 2.625000 -3.875000 4.041667 -1.291667 4.791667
51 77.4644914348 24.6151046433 2.791667 -4.708333 -3.875000 1.875000 -0.125000 -4.291667 -3.958333 4.625000 2.541667 0.208333 2.375000 3.625000 3.625000 4.041667 4.791667 3.125000 -3.208333 4.625000 -4.625000 1.291667 3.041667 1.458333 -1.708333 4.458333 -3.958333 3.541667 3.125000 1.291667 -4.958333 0.041667 1.125000 3.875000 -2.208333 -0.125000 0.791667 -1.708333 -3.125000 -3.791667 1.875000 3.125000
52 36.8639822407 24.6151046433 0.125000 -1.208333 -1.625000 2.791667 1.041667 0.375000 4.291667 -2.625000 4.541667 -0.458333 -3.708333 -0.291667 2.625000 2.541667 3.375000 3.291667 -3.125000 1.375000 -2.958333 -0.958333 -2.208333 -4.458333 -0.041667 -2.291667 1.291667 4.208333 0.875000 -1.458333 2.458333 3.208333 -4.708333 -1.041667 3.458333 -4.208333 2.041667 0.625000 4.708333 2.458333 1.541667 3.375000
53 126.7561851870 24.6151046433 0.875000 -4.125000 3.541667 1.791667 3.791667 -4.625000 1.625000 -2.958333 2.375000 -2.708333 -4.875000 1.041667 3.041667 2.208333 1.458333 0.041667 -2.458333 -1.041667 -0.208333 3.958333 2.208333 4.041667 -3.208333 -0.958333 -0.708333 -0.541667 -3.375000 0.958333 -2.375000 2.791667 -2.708333 -2.375000 4.291667 -3.708333 -4.541667 -3.708333 -0.291667 -2.125000 0.541667 -1.791667
54 73.6998166724 24.6151046433 -3.125000 -1.458333 -4.708333 -4.708333 2.125000 -4.708333 4.875000 1.625000 -3.625000 -4.875000 1.625000 -1.291667 3.875000 -4.875000 -4.458333 1.125000 4.791667 -0.625000 -4.958333 -4.458333 -3.291667 2.541667 0.541667 -2.875000 3.291667 1.041667 -4.625000 2.791667 -4.208333 -4.541667 -3.625000 0.958333 4.458333 3.708333 -1.958333 -1.125000 -1.625000 0.458333 -3.291667 0.041667
55 101.7640560642 24.6151046433 -4.041667 -0.041667 -3.958333 -4.208333 -0.541667 -1.375000 -3.541667 2.958333 0.291667 -4.208333 -1.625000 -3.708333 -1.458333 -3.958333 0.125000 0.625000 0.291667 -3.458333 4.541667 3.708333 -2.708333 -2.791667 -1.375000 -1.291667 2.041667 1.958333 -4.708333 -4.041667 -0.041667 1.041667 -1.791667 2.041667 -1.791667 -1.041667 4.875000 2.125000 1.041667 1.541667 0.375000 0.708333
56 37.4875803481 24.6151046433 2.625000 -3.875000 -1.458333 -3.375000 -2.625000 1.041667 -3.375000 -1.458333 2.875000 2.708333 4.958333 -3.208333 -4.875000 -1.041667 -4.208333 0.458333 -4.291667 0.791667 1.291667 1.875000 -1.875000 -2.375000 -4.791667 1.708333 1.041667 -3.208333 1.458333 3.625000 3.458333 4.791667 2.958333 4.875000 -2.458333 -1.958333 -0.958333 3.625000 2.125000 -1.708333 1.708333 -3.708333
57 119.2250524007 24.6151046433 -4.875000 4.041667 -2.875000 0.458333 -0.375000 -0.458333 -2.708333 3.875000 1.208333 1.625000 -4.625000 -4.458333 -2.541667 -2.458333 -0.291667 -1.958333 1.708333 -2.291667 3.541667 1.708333 -3.625000 -3.041667 -3.125000 -3.208333 3.625000 -4.875000 -1.041667 4.458333 -0.791667 -1.208333 -3.458333 1.041667 0.458333 2.458333 3.625000 -2.625000 3.791667 -4.791667 -4.041667 2.791667
58 32.3146075071 24.6151046433 -2.708333 1.208333 -2.458333 1.291667 -3.958333 -0.208333 -4.375000 -2.208333 -1.958333 2.291667 -3.625000 3.375000 -0.375000 -4.291667 2.208333 3.625000 2.375000 -3.708333 1.958333 0.208333 0.125000 0.041667 -1.625000 4.791667 -4.875000 3.041667 -2.875000 3.708333 0.958333 2.708333 0.375000 2.458333 -2.375000 -2.958333 -4.875000 0.875000 -3.291667 4.541667 -2.791667 0.125000
59 58.4843366134 24.6151046433 4.291667 4.541667 -0.375000 -0.208333 -4.875000 3.958333 0.041667 3.791667 4.041667 2.375000 -2.291667 2.708333 4.541667 -3.208333 4.291667 -2.291667 -0.291667 0.458333 3.625000 -1.875000 0.958333 -4.875000 -0.625000 2.958333 0.291667 4.541667 -0.625000 2.208333 2.041667 1.125000 3.625000 -2.125000 -4.458333 -4.625000 -1.291667 0.375000 0.291667 -0.625000 -2.125000 -0.791667
60 60.5681491977 24.6151046433 1.875000 -3.708333 0.208333 -1.791667 2.791667 -3.041667 -2.041667 2.041667 4.875000 -4.541667 3.458333 -1.458333 -4.625000 4.208333 2.458333 1.375000 -0.125000 1.708333 -4.875000 4.541667 -0.625000 -0.625000 -1.791667 -1.041667 -0.208333 0.625000 -1.875000 -1.791667 -1.041667 -4.125000 -1.541667 -4.458333 -3.458333 2.125000 -0.291667 -2.541667 -2.875000 -1.125000 0.458333 -2.041667
61 49.5904354533 24.6151046433 -2.958333 0.958333 3.458333 -0.458333 3.541667 1.958333 4.708333 -0.375000 -2.291667 0.958333 -1.458333 0.791667 3.208333 4.125000 -3.625000 2.208333 -3.875000 -0.041667 -3.125000 -3.958333 2.041667 -1.875000 -0.791667 -4.958333 -0.125000 -3.375000 -0.041667 -3.625000 3.125000 0.208333 1.041667 -2.541667 0.875000 2.291667 2.375000 -0.291667 -0.041667 4.958333 1.791667 -2.958333
62 39.3466134410 24.6151046433 2.375000 -0.291667 -3.708333 -4.041667 -0.958333 1.708333 -3.791667 -4.125000 3.125000 -2.125000 3.541667 1.541667 -2.958333 3.041667 0.041667 1.708333 2.458333 -0.125000 -3.625000 4.625000 -2.291667 1.208333 -1.458333 0.625000 0.041667 1.208333 4.375000 -0.958333 -1.958333 -4.625000 1.958333 2.208333 -1.125000 3.875000 -3.958333 -4.875000 2.375000 -3.958333 -3.375000 1.791667
63 30.0051466839 24.6151046433 1.958333 -2.625000 -2.791667 -2.458333 -1.125000 1.208333 -0.958333 0.375000 -2.708333 3.541667 0.125000 -1.708333 2.375000 0.625000 1.958333 4.458333 3.625000 -2.125000 3.708333 -2.291667 -3.375000 -3.375000 -4.291667 3.375000 1.708333 4.625000 4.958333 3.125000 -1.791667 -2.458333 1.708333 -1.958333 4.208333 -0.541667 4.625000 4.125000 -2.125000 -4.541667 -3.208333 1.291667
64 158.8562292674 24.6151046433 -1.958333 -3.791667 -4.958333 -0.125000 -1.458333 1.625000 -3.708333 -4.625000 0.875000 -2.541667 1.375000 -3.291667 -3.041667 -1.458333 -4.625000 -2.791667 2.541667 -1.541667 1.041667 -4.791667 -3.041667 -3.458333 -0.708333 0.208333 -4.958333 -2.208333 1.791667 4.375000 4.708333 -1.375000 3.875000 -3.291667 2.458333 1.625000 1.958333 -1.791667 -1.041667 -3.041667 -3.625000 2.625000
65 45.9168064395 24.6151046433 3.625000 2.125000 -4.375000 -1.458333 -2.041667 -2.541667 3.958333 4.875000 2.458333 -4.291667 0.875000 4.958333 -0.625000 -4.625000 0.458333 -0.875000 3.125000 3.625000 -2.208333 -2.791667 -0.791667 4.958333 2.541667 -4.708333 4.458333 0.875000 0.541667 -1.125000 -4.791667 4.208333 -3.875000 2.625000 0.541667 0.458333 -0.458333 1.541667 3.291667 3.708333 2.041667 1.125000
66 40.1687834717 24.6151046433 -3.208333 1.791667 1.708333 2.541667 -2.125000 3.708333 -1.708333 3.041667 0.458333 3.375000 1.041667 -0.458333 4.958333 1.125000 1.041667 3.541667 4.958333 -4.625000 4.291667 -0.375000 1.458333 -0.291667 2.708333 0.958333 -1.625000 -1.625000 0.208333 -0.375000 -2.708333 -1.708333 3.125000 -4.541667 -3.125000 3.208333 0.708333 3.125000 1.125000 -1.625000 -0.375000 -4.375000
67 212.2433491172 24.6151046433 1.458333 2.375000 -2.541667 4.291667 2.458333 2.041667 -2.208333 0.041667 1.708333 0.041667 -3.958333 -2.958333 0.375000 -3.541667 3.791667 1.458333 0.625000 0.708333 4.375000 -4.125000 -0.041667 3.291667 3.208333 1.291667 2.791667 -4.958333 -2.041667 1.041667 3.541667 -3.041667 4.791667 -4.958333 -3.791667 -3.958333 0.958333 1.291667 2.708333 -2.041667 -2.208333 -2.125000
68 126.9924600508 24.6151046433 -0.625000 4.625000 2.458333 1.458333 3.375000 -3.458333 0.708333 0.125000 3.791667 -0.625000 -4.041667 -0.208333 0.541667 4.875000 -4.541667 -4.791667 -2.625000 2.041667 1.541667 -2.375000 -4.458333 2.458333 4.375000 2.125000 1.208333 1.458333 4.458333 4.875000 -1.208333 2.041667 -3.958333 1.458333 2.541667 -3.791667 4.958333 4.625000 -1.375000 4.875000 -1.208333 1.625000
69 69.2852330376 24.6151046433 -3.041667 2.291667 4.458333 0.125000 1.375000 -1.875000 -1.791667 -1.375000 -1.041667 -4.458333 0.041667 -1.125000 -2.708333 -4.041667 1.625000 -1.208333 1.291667 2.791667 -1.291667 -1.708333 2.291667 0.208333 -2.958333 4.708333 4.208333 3.208333 2.375000 -0.541667 -0.541667 3.291667 1.458333 -3.208333 -2.125000 4.625000 3.041667 3.458333 3.625000 -3.708333 -3.791667 2.458333
70 97.9851703376 24.6151046433 -3.875000 3.375000 4.125000 -2.041667 3.625000 0.708333 -4.208333 -3.458333 0.625000 -3.625000 -0.458333 4.041667 -3.625000 -0.875000 3.041667 2.375000 0.708333 3.708333 0.208333 -1.458333 0.458333 -0.791667 -4.041667 1.041667 3.791667 0.375000 -0.541667 -2.625000 1.375000 -3.375000 -4.541667 4.375000 -3.208333 1.125000 -4.208333 -4.375000 -4.708333 -0.041667 -2.458333 4.208333
71 61.8067912944 24.6151046433 -1.791667 0.791667 3.208333 -3.958333 3.125000 3.458333 0.125000 -0.875000 -0.041667 0.125000 -0.791667 3.541667 -3.541667 -2.291667 -1.708333 -1.125000 -1.541667 1.625000 2.541667 1.208333 -3.208333 -4.125000 -2.291667 -4.541667 1.791667 -4.541667 -1.708333 -1.375000 -3.958333 1.208333 0.458333 0.708333 3.875000 -1.375000 -4.041667 -4.208333 3.208333 2.875000 1.041667 -3.625000
