evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19
65 9.4087774336 9.4087774336 -0.626591 -1.770109 0.904612 0.443183 -1.346094 3.398674 0.481857 0.983783 3.181246 -0.247240 0.503238 -2.028410 -0.191723 -2.198647 -1.023620 -0.057451 2.185252 -2.478881 -0.540375 0.263783
66 43.7937398360 9.4087774336 3.295733 -4.006137 3.361501 -1.616369 -1.765020 0.892305 1.234958 2.970002 -4.879960 -0.350925 -3.066211 -0.351643 -3.552581 2.456536 -2.069283 1.209223 -4.182388 4.561881 1.182745 -0.401603
67 10.9188159668 9.4087774336 -1.462222 -1.062091 2.004597 2.508101 0.830223 -2.700578 1.015328 3.500240 0.787708 -3.576028 1.146612 1.282865 -2.295430 -1.319238 -3.590556 -0.035584 -1.393138 -0.511442 -0.314090 0.315716
68 11.2739686314 9.4087774336 -0.146371 -0.831447 -3.442371 0.720965 0.724822 -1.542240 1.540883 -1.847016 4.175373 -3.517850 2.393576 -2.951735 -0.124827 -2.755880 0.439817 0.829257 0.326357 -3.850774 -1.543339 0.537614
69 35.0323654934 9.4087774336 -4.197948 1.049677 -0.294140 -2.737294 -0.356898 1.411250 -3.894311 -2.901890 3.296629 2.295646 -4.550945 1.230566 1.403970 -0.581513 4.580217 4.447662 1.908210 0.347518 4.943394 -1.526121
70 14.1569445849 9.4087774336 1.666401 -3.529886 0.018468 2.414859 -1.516607 -0.007581 0.239122 2.312644 1.740273 -1.395907 1.890328 -1.746193 -1.165001 -0.281775 -4.413171 -2.313198 -2.123476 -1.448711 -1.294601 -0.111448
71 19.5594631607 9.4087774336 3.375047 3.002728 -0.842244 -0.850229 3.636213 -1.949948 1.324566 1.804280 -1.895803 -1.710770 1.158302 1.131613 -2.036743 -2.767786 -3.110578 -2.305242 0.548985 -4.306742 -1.558881 -0.007307
72 18.0878993500 9.4087774336 3.501725 2.306204 -3.100956 0.544317 -3.358759 -3.099410 2.374018 -0.749733 -2.960525 -1.051006 -2.834556 -1.376970 2.960648 2.267511 0.319805 0.303153 -0.060111 -2.748571 0.700447 0.489291
73 19.1312166272 9.4087774336 4.923842 -1.346407 -1.860271 -2.802819 0.454439 0.798493 -0.217444 2.961150 -2.509405 -1.239569 -0.417637 -4.823365 1.283853 -0.781391 -0.296916 -2.531865 -2.074489 -1.040861 3.010736 -2.097399
74 20.2487780694 9.4087774336 1.044183 -0.025767 1.376276 1.376899 -1.019634 -2.820630 -2.919841 4.639894 -1.427594 0.095330 1.614115 -2.319529 0.524860 -1.878772 -4.040537 0.263484 -2.273835 -3.705872 4.940708 0.385521
75 9.6961585978 9.4087774336 1.772859 -1.501142 -1.634742 -2.104338 -2.619331 -0.023886 -0.273578 -0.884838 1.457135 -1.059602 -0.360191 -3.034449 -0.860377 -3.005416 -2.130333 -1.369358 1.591877 -3.212317 -1.484223 1.502726
76 17.8207751683 9.4087774336 4.171732 -0.270134 -2.849807 1.185213 0.211358 -3.208449 1.137979 -0.399743 -2.133578 -1.895415 3.238719 -3.807470 0.364188 0.960194 -2.188516 1.730831 -4.174458 -2.531705 1.707136 0.390618
77 15.9887931679 9.4087774336 3.000188 -2.958237 -0.427299 -1.314983 -0.502479 1.413189 0.618104 0.954292 -2.338017 -2.643424 -1.878260 -3.120834 -0.433349 0.152454 -1.275519 -1.289444 -2.084536 -3.022582 1.939795 2.277725
78 15.3459866746 9.4087774336 -0.200483 -1.659502 1.497077 2.064972 -0.344339 -0.622741 1.220564 0.237931 -2.093223 0.339536 1.449059 -0.854081 -1.017149 1.992109 -1.257896 3.096160 -1.244906 1.784366 1.586897 0.067828
79 14.7501572956 9.4087774336 -1.945234 0.383669 -2.809085 2.778036 -0.445411 -4.237172 0.133171 -2.051498 3.008077 -1.327025 -0.301286 1.779624 -0.112411 -2.411781 -4.090796 0.602508 2.187992 -2.905988 -3.083874 0.477804
80 11.0246212938 9.4087774336 2.726238 1.461191 1.417178 -3.410081 -4.764913 0.939376 1.990338 0.978713 -1.425289 0.166393 -0.608712 -4.365782 -0.723904 -2.106101 1.238747 -0.873713 2.585566 -0.483923 -1.992828 0.178449
81 13.6768030848 9.4087774336 2.270481 -1.641625 -2.923903 0.915617 -1.400822 -2.410311 0.845743 -0.821000 -0.489377 -2.164956 1.793210 -3.789673 1.325442 2.587850 0.443245 -0.325238 -1.055450 -1.302136 2.430942 0.228584
82 16.7857400561 9.4087774336 -0.800328 -0.637169 -0.543807 1.879991 1.772739 -3.334798 -1.655105 1.106560 -0.716964 0.301691 1.960340 -1.043258 -0.308415 -2.255399 -1.794207 2.301386 -1.598454 -1.817122 2.099167 0.018770
83 18.0586345922 9.4087774336 4.117626 -1.645903 -2.063945 1.064711 -3.768117 3.435087 1.827422 -2.605764 -0.616760 1.925894 -1.571619 -1.615513 1.384506 3.771386 -0.097408 -0.653518 0.576804 -3.287635 -0.063299 1.573497
84 11.5096172696 9.4087774336 1.209566 -1.719576 0.959467 1.853848 -3.379689 0.114824 3.216530 2.105867 -0.107768 -2.696367 -2.116521 0.649119 -0.189487 1.908030 -4.232170 0.244230 -0.887732 0.266278 -0.971861 0.214047
85 11.8767564929 9.4087774336 1.697516 -0.770341 -1.777353 -0.958412 -2.129837 -0.086006 -1.837592 1.833476 -1.296233 -0.309380 0.555219 -2.330147 4.007684 -0.016661 -0.448242 -2.884983 -0.937260 -1.534276 2.095509 1.987373
86 24.8572940995 9.4087774336 2.494759 -3.747454 -0.891814 -0.851175 2.585600 2.849777 3.008879 1.983074 -1.451664 -1.289466 -1.128716 -1.292984 -0.348371 1.295921 2.279982 1.892348 -1.905058 1.034776 2.568432 -1.857798
87 11.3347846818 9.4087774336 0.687556 1.110880 -1.326209 1.442642 -1.883732 -3.225450 2.236717 -0.667784 0.393252 -2.337520 2.412229 -3.797224 -0.392347 -3.121223 -1.773709 0.741448 1.211345 -3.761699 -2.896987 1.571766
88 12.9841919021 9.4087774336 1.154970 -1.702520 -1.603601 0.927324 -1.879677 -2.323017 0.959414 0.169304 -1.005958 -1.161481 -3.041495 -1.817061 0.045553 -0.456071 0.636577 0.512387 -1.431668 -2.091153 -0.840253 0.154355
89 14.0442027587 9.4087774336 1.260874 0.220822 0.943483 0.272701 -1.783519 2.412046 2.186946 1.236933 -0.277464 -1.544597 0.264719 -0.672255 1.286188 2.199179 -0.777253 0.420519 0.707744 -1.096525 2.253515 1.138719
90 21.1137399495 9.4087774336 -3.427684 -1.831312 0.345763 -0.467329 2.147616 -1.103873 0.239905 -0.570860 1.417993 -0.949397 -1.856714 3.962810 -1.515234 1.086517 2.602046 4.852043 0.518638 2.158723 3.069759 0.006114
91 13.7535649526 9.4087774336 0.522246 0.895444 -0.946875 1.402671 -0.403317 -3.364326 1.287373 0.810502 -0.476473 -3.255975 0.230134 0.963045 0.053808 -1.726878 -3.570428 -0.717383 -1.031649 -3.617594 -2.384489 3.149177
92 35.5919399100 9.4087774336 2.664285 -4.659043 -1.692716 -0.310194 1.944268 1.459409 0.311188 1.540590 -0.703515 0.433096 -2.618757 -0.074081 -0.753193 1.652948 -0.680037 1.592750 -3.065488 1.378431 3.426843 -3.522861
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19
1 23.3257259149 23.3257259149 3.416667 3.916667 -0.083333 -1.083333 -1.583333 -0.583333 -1.916667 0.416667 3.750000 -2.750000 1.916667 4.916667 -3.583333 0.583333 -2.916667 2.250000 -2.916667 2.916667 1.583333 1.916667
2 26.7964868350 23.3257259149 2.416667 -2.416667 -0.750000 -2.916667 -1.083333 -4.750000 -2.083333 2.416667 0.583333 -2.916667 1.416667 -3.583333 0.916667 3.416667 1.750000 0.083333 -3.083333 -1.250000 0.416667 4.083333
3 117.8864067869 23.3257259149 -0.083333 4.916667 3.250000 -0.916667 3.416667 3.416667 0.083333 4.750000 -0.750000 2.583333 4.416667 -3.250000 2.250000 -2.916667 3.250000 -1.416667 -3.750000 3.250000 -0.583333 -0.083333
4 15.5734768660 15.5734768660 0.083333 4.416667 3.916667 -3.916667 4.916667 -3.250000 -1.583333 1.416667 -2.750000 1.250000 2.416667 -3.083333 3.083333 1.083333 0.083333 1.916667 1.750000 1.083333 2.416667 1.750000
5 25.1283058327 15.5734768660 4.916667 4.750000 0.916667 -0.416667 -3.583333 -4.083333 3.916667 -3.750000 -1.416667 -3.583333 4.916667 3.583333 -1.416667 2.916667 -4.750000 -0.583333 -4.916667 -1.583333 4.083333 -2.916667
6 18.2987840548 15.5734768660 -2.916667 3.250000 0.250000 2.250000 -0.083333 3.583333 1.750000 -2.416667 2.250000 -3.250000 4.250000 4.750000 2.583333 -0.416667 2.250000 2.750000 0.916667 -0.083333 3.750000 -0.583333
7 19.8134543915 15.5734768660 2.083333 -1.750000 -3.083333 -2.250000 0.250000 1.916667 4.083333 0.916667 1.250000 -2.250000 0.916667 3.416667 1.250000 -2.083333 -1.250000 3.250000 -4.083333 -3.083333 -3.083333 2.750000
8 89.8923157962 15.5734768660 -4.083333 0.750000 0.416667 -1.250000 -0.250000 0.916667 2.250000 -2.250000 -1.250000 3.250000 -4.083333 3.916667 4.083333 -3.416667 3.916667 -3.416667 1.083333 -3.416667 1.250000 1.583333
9 21.4380571814 15.5734768660 -0.583333 -0.750000 2.250000 1.750000 2.083333 2.750000 0.416667 1.750000 -3.750000 -0.416667 3.416667 -0.750000 -4.583333 -1.583333 -2.750000 1.083333 -1.250000 -0.250000 -2.250000 0.250000
10 23.3877231795 15.5734768660 -3.250000 -1.916667 -4.916667 1.416667 3.916667 -1.583333 0.750000 -2.916667 3.250000 3.416667 -0.416667 -0.083333 -0.250000 -4.916667 -2.250000 -4.583333 2.916667 -4.416667 -1.916667 2.416667
11 23.0792118103 15.5734768660 -2.083333 -1.416667 -3.250000 4.250000 0.750000 1.750000 4.916667 -4.083333 -0.916667 0.250000 -1.250000 -4.083333 -2.416667 -1.750000 0.750000 1.750000 -4.250000 -3.916667 -2.750000 -4.083333
12 26.9464179738 15.5734768660 4.583333 -1.083333 -4.083333 3.416667 4.750000 -4.583333 -3.416667 -0.583333 4.250000 2.083333 -1.416667 1.083333 3.583333 3.583333 -0.250000 1.583333 0.583333 4.250000 -1.083333 -2.750000
13 120.9839555573 15.5734768660 -4.250000 -2.083333 -1.250000 -3.250000 -4.250000 -0.416667 2.583333 -4.916667 -3.416667 2.416667 -4.250000 1.250000 4.916667 -3.750000 -3.583333 2.416667 3.416667 4.416667 2.083333 0.583333
14 18.0093266586 15.5734768660 3.583333 3.083333 -0.250000 1.083333 2.583333 0.583333 4.250000 2.750000 -4.916667 3.916667 -1.083333 0.083333 -0.583333 -2.416667 -4.916667 -0.750000 2.416667 0.083333 -0.750000 -4.416667
15 49.7026106711 15.5734768660 -2.583333 -2.916667 2.916667 0.250000 -1.750000 2.083333 4.416667 4.916667 0.083333 -0.250000 2.083333 -0.416667 4.583333 2.416667 3.750000 2.083333 -1.083333 0.583333 -4.416667 3.750000
16 24.9662869504 15.5734768660 -2.750000 -0.916667 3.416667 3.916667 4.250000 3.916667 -4.916667 2.083333 -3.250000 -2.416667 -1.916667 2.583333 2.916667 -4.416667 4.083333 3.916667 4.416667 1.250000 4.916667 -3.750000
17 16.0796033109 15.5734768660 -1.916667 -0.083333 -3.583333 -0.250000 0.583333 -0.750000 2.416667 -1.250000 -2.916667 4.916667 -2.416667 1.750000 -1.583333 -3.250000 1.583333 1.416667 3.750000 -2.250000 -1.416667 2.916667
18 47.6700693232 15.5734768660 0.416667 0.416667 -2.583333 -2.583333 -4.083333 1.250000 4.750000 -0.916667 1.083333 4.750000 1.083333 1.416667 -2.083333 -0.083333 -0.416667 4.083333 -4.750000 4.083333 2.250000 -4.916667
19 39.9094259088 15.5734768660 -3.583333 -3.250000 0.083333 0.083333 0.416667 -2.750000 -1.750000 -0.416667 -4.750000 -3.750000 -3.916667 -4.916667 0.083333 -0.583333 -2.416667 -3.916667 4.583333 0.916667 -0.416667 -1.750000
20 34.8421726865 15.5734768660 -0.250000 3.583333 1.416667 4.750000 -2.916667 4.416667 0.916667 3.083333 4.583333 4.416667 3.083333 2.250000 1.750000 2.083333 1.916667 4.583333 1.916667 2.583333 4.416667 -3.583333
21 72.4576797066 15.5734768660 2.750000 -2.250000 -2.083333 3.583333 1.916667 -1.083333 -2.916667 1.583333 -4.250000 -3.916667 -4.916667 -2.416667 -0.416667 1.250000 4.583333 -4.750000 0.250000 -1.916667 -3.250000 0.083333
22 36.9702186874 15.5734768660 0.750000 0.083333 -4.250000 -1.916667 -3.750000 3.250000 3.250000 0.583333 -4.083333 3.750000 -2.250000 -4.750000 -2.583333 -4.750000 -4.250000 1.250000 -0.416667 -4.083333 3.583333 3.083333
23 110.2719376959 15.5734768660 1.583333 -1.583333 2.583333 4.916667 -4.916667 0.250000 -0.416667 3.750000 4.416667 0.083333 -2.583333 -4.583333 2.083333 -3.916667 4.416667 2.916667 -0.250000 3.750000 1.083333 3.250000
24 138.0339426851 15.5734768660 -4.750000 -4.916667 3.083333 -1.416667 -4.750000 1.583333 0.583333 -0.250000 -4.583333 2.750000 1.750000 -0.916667 -4.250000 -0.250000 -4.416667 4.916667 -1.916667 -1.416667 -4.916667 -0.750000
25 25.0126687321 15.5734768660 -1.416667 0.583333 2.416667 1.250000 3.250000 -2.416667 -2.583333 -3.250000 -1.083333 1.583333 -4.750000 1.583333 0.416667 2.750000 4.750000 -1.750000 1.416667 3.083333 1.416667 -1.583333
26 68.0890843499 15.5734768660 -4.416667 -2.750000 2.750000 -0.750000 1.750000 0.416667 -0.750000 3.250000 -1.583333 -1.750000 -4.583333 -2.083333 1.416667 0.916667 -0.750000 -3.583333 -4.416667 -0.583333 3.916667 -3.083333
27 22.1885226741 15.5734768660 0.583333 -0.583333 0.750000 0.583333 -2.250000 4.250000 -1.083333 -2.750000 -3.583333 1.083333 0.416667 -2.750000 -4.416667 2.250000 2.083333 -2.083333 -0.750000 1.916667 -1.750000 -0.250000
28 23.9910951731 15.5734768660 -3.916667 -3.583333 4.083333 0.916667 1.416667 -3.750000 -4.083333 -1.583333 -0.250000 -1.583333 -0.916667 -1.083333 -1.750000 -2.250000 -1.416667 3.583333 4.750000 0.750000 -1.250000 -1.916667
29 27.0616606326 15.5734768660 -1.583333 2.750000 -2.750000 4.583333 0.083333 -0.250000 4.583333 -4.250000 0.916667 4.083333 3.250000 -4.250000 -1.083333 1.750000 1.083333 -0.416667 -0.083333 3.416667 -4.250000 2.250000
30 38.2504407963 15.5734768660 3.083333 1.750000 1.916667 1.583333 4.083333 2.416667 -4.750000 4.583333 4.750000 0.416667 2.916667 4.083333 -0.750000 4.583333 -0.583333 4.250000 -2.083333 3.583333 0.250000 1.083333
31 43.3670269739 15.5734768660 -0.750000 -3.083333 3.583333 -3.583333 3.583333 -3.583333 3.750000 -4.583333 -4.416667 2.916667 -0.750000 -0.583333 -2.250000 1.916667 -4.083333 0.916667 3.583333 4.750000 -2.916667 -0.916667
32 87.5108470206 15.5734768660 2.583333 1.250000 1.583333 -1.750000 -2.750000 4.916667 3.583333 1.916667 -2.416667 -2.083333 -2.916667 4.250000 1.083333 -2.583333 -0.083333 -2.250000 -3.416667 2.250000 -4.083333 4.416667
33 17.0933356716 15.5734768660 -1.750000 2.083333 -2.916667 -3.083333 -2.083333 -2.250000 -2.250000 -3.083333 0.416667 3.083333 4.083333 -1.250000 -0.083333 -1.416667 -2.583333 -4.083333 -2.416667 -2.916667 2.916667 1.250000
34 19.9723199940 15.5734768660 2.916667 -3.916667 4.916667 2.916667 1.250000 -0.083333 2.750000 2.916667 3.583333 -1.083333 -1.750000 -1.583333 1.916667 1.416667 1.416667 -0.916667 -0.916667 -2.083333 1.916667 1.416667
35 20.7719696449 15.5734768660 1.916667 0.916667 1.750000 0.750000 -0.583333 -2.916667 -4.583333 4.083333 -1.750000 -4.916667 2.583333 0.416667 -0.916667 0.416667 2.750000 -2.416667 -1.416667 -2.583333 0.750000 -3.916667
36 18.8520704350 15.5734768660 4.750000 -4.416667 -3.750000 1.916667 -0.916667 -1.916667 -1.250000 -3.916667 1.416667 4.583333 -2.083333 0.750000 -2.750000 4.250000 0.250000 3.083333 0.416667 -2.416667 2.583333 3.583333
37 80.5391807378 15.5734768660 0.250000 -4.250000 4.583333 -3.750000 -3.250000 0.083333 0.250000 4.416667 1.583333 4.250000 -1.583333 -2.250000 3.416667 -4.083333 -3.250000 0.583333 0.083333 -1.750000 3.250000 -2.583333
38 16.1574570312 15.5734768660 3.916667 1.416667 -0.916667 -1.583333 -0.416667 -3.916667 1.416667 0.250000 4.083333 -0.583333 -3.583333 -3.416667 1.583333 0.250000 0.416667 4.750000 -2.250000 0.416667 0.916667 4.250000
39 10.8963605457 10.8963605457 -2.416667 2.916667 -0.416667 -4.416667 0.916667 -2.583333 3.416667 -1.916667 1.750000 2.250000 2.250000 2.916667 -3.083333 1.583333 2.416667 3.750000 4.250000 -2.750000 -0.916667 -2.416667
40 164.4548185660 10.8963605457 2.250000 1.083333 -1.416667 2.583333 -4.416667 2.250000 1.083333 2.583333 0.750000 -0.916667 -3.750000 -4.416667 3.916667 -0.750000 -1.083333 -3.750000 2.250000 4.916667 -3.416667 -1.250000
41 33.4310385797 10.8963605457 4.083333 4.583333 -2.416667 -0.583333 2.750000 1.416667 -0.583333 2.250000 -0.416667 -2.583333 -0.250000 -1.416667 -2.916667 -3.083333 -2.083333 -4.416667 -0.583333 -4.750000 -1.583333 2.583333
42 22.7520946620 10.8963605457 1.416667 3.750000 -4.416667 -2.750000 -1.916667 -1.750000 -2.416667 3.916667 1.916667 1.916667 -2.750000 2.416667 -1.916667 4.083333 -3.916667 3.416667 -3.916667 -4.583333 4.583333 -4.583333
43 159.8242891903 10.8963605457 -4.583333 -1.250000 4.416667 4.416667 -0.750000 4.750000 -0.250000 1.083333 0.250000 -4.083333 1.250000 -2.916667 -4.083333 3.250000 4.916667 -4.250000 3.916667 -1.083333 -4.583333 -2.083333
44 137.9731469232 10.8963605457 -2.250000 4.250000 -4.583333 4.083333 4.416667 -3.083333 -4.250000 -4.750000 3.083333 -4.250000 -3.083333 0.583333 4.250000 -1.250000 3.083333 -2.916667 3.083333 1.750000 -0.083333 -3.250000
45 41.0908003444 10.8963605457 -0.416667 -2.583333 -1.083333 3.083333 3.083333 -0.916667 -3.916667 -0.750000 2.750000 -1.250000 -0.583333 3.250000 2.750000 3.083333 -1.916667 -1.083333 2.750000 -0.916667 0.583333 -1.083333
46 386.5608905004 10.8963605457 -3.750000 2.583333 3.750000 3.750000 2.916667 -3.416667 -3.583333 4.250000 3.416667 0.583333 -4.416667 -2.583333 3.250000 0.750000 2.916667 -3.083333 1.250000 4.583333 -2.583333 0.416667
47 22.6106798214 10.8963605457 -0.916667 -3.416667 0.583333 -4.916667 4.583333 -4.416667 -0.916667 0.750000 4.916667 0.916667 1.583333 -1.916667 -4.916667 -2.750000 0.583333 4.416667 -3.583333 -4.916667 0.083333 4.750000
48 14.0617588275 10.8963605457 1.750000 -0.250000 -3.416667 -3.416667 -1.250000 0.750000 1.916667 -1.750000 -2.250000 -0.083333 3.583333 0.916667 -3.416667 4.416667 2.583333 -0.083333 -1.583333 -4.250000 2.750000 -2.250000
49 63.2278332417 10.8963605457 -3.083333 -4.750000 -0.583333 -4.750000 -3.416667 3.750000 -3.250000 0.083333 -1.916667 1.750000 0.083333 0.250000 0.250000 4.916667 -4.583333 0.250000 1.583333 2.750000 -4.750000 2.083333
50 25.1325933825 10.8963605457 0.916667 -4.583333 2.083333 3.250000 1.583333 2.916667 1.250000 -1.416667 2.583333 -0.750000 -0.083333 1.916667 0.583333 2.583333 -3.083333 2.583333 -1.750000 2.083333 1.750000 4.583333
51 16.0478010064 10.8963605457 -1.250000 3.416667 4.750000 2.750000 -4.583333 1.083333 -1.416667 1.250000 -3.083333 -4.583333 0.583333 3.750000 0.750000 -0.916667 -0.916667 0.750000 2.083333 -0.416667 3.083333 0.916667
52 32.5368800480 10.8963605457 4.250000 1.583333 1.083333 -2.416667 3.750000 3.083333 -3.083333 -2.583333 -0.583333 -3.416667 4.750000 2.083333 4.750000 -1.916667 1.250000 -0.250000 -4.583333 0.250000 -2.416667 -4.750000
53 87.6100647042 10.8963605457 -1.083333 1.916667 -4.750000 -0.083333 -3.083333 4.083333 -2.750000 -0.083333 2.916667 -1.916667 3.750000 -3.916667 4.416667 3.916667 3.416667 -1.250000 2.583333 -3.750000 4.750000 -1.416667
54 35.7266289833 10.8963605457 -4.916667 -0.416667 4.250000 -2.083333 -2.416667 -1.416667 -0.083333 3.416667 3.916667 -4.416667 3.916667 3.083333 -3.916667 -3.583333 -3.750000 -2.583333 0.750000 1.416667 3.416667 -4.250000
55 41.8156912262 10.8963605457 -3.416667 -3.750000 1.250000 0.416667 -3.916667 2.583333 3.083333 -4.416667 -2.083333 -4.750000 4.583333 4.416667 -4.750000 4.750000 0.916667 -1.583333 -3.250000 2.416667 -2.083333 0.750000
56 22.7903025697 10.8963605457 1.083333 4.083333 -1.583333 -4.583333 -1.416667 -2.083333 -4.416667 -2.083333 -0.083333 0.750000 -3.416667 -1.750000 -1.250000 -4.250000 -1.750000 -3.250000 3.250000 -3.583333 -3.916667 3.416667
57 20.5524829421 10.8963605457 3.250000 2.250000 -2.250000 -4.250000 2.416667 -4.250000 1.583333 -1.083333 2.083333 -1.416667 2.750000 2.750000 -3.750000 3.750000 3.583333 0.416667 -2.583333 1.583333 4.250000 3.916667
58 60.7703816535 10.8963605457 3.750000 -4.083333 -1.916667 2.083333 -2.583333 -4.916667 2.916667 -3.583333 -3.916667 1.416667 -3.250000 -0.250000 2.416667 -4.583333 4.250000 -1.916667 4.916667 -0.750000 -0.250000 -3.416667
59 49.9087264039 10.8963605457 1.250000 0.250000 -3.916667 2.416667 1.083333 -1.250000 2.083333 3.583333 2.416667 -3.083333 0.250000 4.583333 3.750000 0.083333 -3.416667 -4.916667 4.083333 -3.250000 -3.583333 4.916667
60 24.0125909647 10.8963605457 4.416667 2.416667 -1.750000 -4.083333 2.250000 4.583333 -3.750000 -3.416667 -2.583333 3.583333 0.750000 -3.750000 -3.250000 -1.083333 -1.583333 -2.750000 -2.750000 3.916667 -3.750000 -0.416667
61 18.3362653594 10.8963605457 1.232235 0.709986 0.923337 -0.532436 3.426220 -2.902284 -3.378276 -3.599848 -4.016761 -0.391279 -0.294079 1.394174 -2.394950 0.677687 1.281027 3.094200 1.692798 0.423961 3.258328 -2.225695
62 17.1278120365 10.8963605457 2.687488 0.189600 2.076292 1.252424 2.098275 -1.426367 4.548177 3.224680 1.187081 -1.817602 1.493545 2.364422 -0.067496 1.564649 1.266363 4.859667 -0.859490 -2.820800 4.175737 1.510383
63 15.4635488238 10.8963605457 2.852553 1.251594 1.234137 2.278415 4.704257 -2.752046 4.134506 4.090602 0.555654 1.569426 -1.886630 1.330318 -2.333055 -0.737143 -2.244072 1.881650 3.404255 -0.574502 -2.931230 -1.511819
64 20.0250451030 10.8963605457 2.453330 0.394240 -0.865873 0.072526 -1.624145 -2.514505 4.378240 1.433045 3.869963 0.102606 -0.265583 1.301508 1.983134 4.244937 1.164287 2.136456 -0.869825 -0.228015 1.899033 0.173625
65 16.0102244111 10.8963605457 2.533395 -0.521767 -1.296138 3.262705 1.457314 -0.931834 2.976349 -1.048174 1.345526 -1.084045 -0.774396 2.009382 2.271212 -0.430461 -0.810269 -0.790879 0.019800 0.167413 -0.190539 3.275591
66 13.1359625226 10.8963605457 3.263056 0.934379 0.512079 -0.476714 2.946015 -2.659318 -1.259513 3.542670 -0.431528 1.708004 -0.240408 -1.221723 -1.265313 2.059256 -0.847174 0.781789 0.281856 -2.007904 3.033966 -0.874438
67 20.7082849146 10.8963605457 0.766921 -0.847296 -0.107362 -2.561490 -1.970986 0.102841 2.922566 -1.543459 -0.135698 2.681906 0.920670 -1.085238 1.229259 2.900210 0.139048 1.836440 -1.328525 1.778746 1.391097 4.622946
68 18.8918991268 10.8963605457 1.374805 1.461999 -3.494955 -1.168193 0.341118 -0.458971 2.149187 2.468632 3.484716 0.908840 3.585005 0.912463 1.145484 0.527726 -3.123490 -3.282479 -2.406469 -4.854182 1.959591 1.267749
69 13.4022834446 10.8963605457 2.911672 0.132386 -1.688720 0.818037 1.300101 3.297495 2.837257 3.451166 -0.385331 1.194317 -0.551844 0.862399 -0.574057 -0.583345 1.494490 2.534712 -0.867875 -3.198588 -0.350368 1.712980
70 13.4474540888 10.8963605457 3.843164 0.611437 -1.356996 0.260565 2.818604 -4.176042 1.073921 -0.849880 2.940359 1.761404 -1.859868 -0.716849 -0.248354 3.038028 0.711996 1.091915 0.464393 2.582887 -1.916575 1.594577
71 28.4648589500 10.8963605457 -1.389509 1.114807 -1.377130 -2.892451 -2.735247 -1.169601 -2.592886 3.079080 1.364459 1.973242 2.242854 -2.645085 1.260024 0.909248 -3.808471 -4.617428 -1.256310 -3.856781 4.314378 -1.232759
72 18.1822327822 10.8963605457 3.901741 2.626910 -0.628409 3.502976 4.017226 -2.951261 1.313517 2.577517 1.355328 -0.167975 0.404249 1.213378 -0.154426 1.211550 -3.205887 -2.521628 0.529520 -0.227987 0.151641 -4.850246
73 15.7310722715 10.8963605457 1.801551 1.023644 1.007264 -1.254542 -0.787776 2.398811 1.721586 1.952548 -2.716449 1.423729 1.042185 -1.426410 -2.296356 1.521717 0.986564 1.575379 -1.010263 -0.143401 -0.091131 1.256871
74 59.5916009778 10.8963605457 -4.146241 -3.644013 4.254339 -2.875331 -4.116767 -1.012467 -0.056575 0.630593 -0.086193 0.299330 -0.399417 -2.817974 2.367828 2.942337 0.935378 0.748700 0.710430 2.694435 0.789201 0.786638
75 16.3686147148 10.8963605457 1.339027 0.631721 -0.210421 0.120222 0.530330 -0.573662 0.165426 2.570381 1.712537 0.657520 1.903178 0.784999 -1.378105 1.413326 -2.603773 0.142861 -1.299704 -1.846075 2.331783 -1.023645
76 20.1565301708 10.8963605457 4.411967 -0.619142 -0.655068 0.617961 1.454948 -0.813980 -0.676870 -0.751903 -0.558743 -0.625265 -1.169281 1.656657 -1.904954 1.950710 0.571349 2.866708 -1.358469 0.471904 1.186411 2.106932
77 16.3345700891 10.8963605457 2.495344 -0.111960 2.409301 1.068766 4.060266 -3.334536 3.817636 3.258821 2.675349 2.416883 0.330912 -0.911221 1.293042 2.202088 -1.846356 2.423852 0.450592 1.531707 0.862538 1.401976
78 19.2920350410 10.8963605457 2.448459 -0.993298 0.639727 1.582584 1.325626 -3.084421 -1.555079 -0.217863 1.463388 -1.059572 -0.593733 0.419870 1.156602 4.673962 0.893452 -0.467361 0.229114 2.182795 1.660820 -0.045706
79 29.4945611735 10.8963605457 1.707613 -3.722182 2.524348 0.584330 0.355780 -1.730476 1.973112 3.370194 0.620606 0.012857 -4.437824 -3.531159 2.739575 -0.490665 1.293064 3.185015 -1.051540 0.642496 -0.026868 1.677095
80 17.2234479275 10.8963605457 0.071985 -0.677546 0.235036 -0.814019 -0.354592 2.663910 1.592339 -2.979391 -4.965686 0.891381 1.398752 1.341592 -4.136337 -0.248738 -0.076772 1.881204 0.082906 -0.228741 -0.364843 1.929465
81 20.9801177576 10.8963605457 -0.594908 0.578010 -2.322392 -1.992308 -3.339594 0.342984 -0.037089 -1.342340 -0.986336 0.612201 3.605410 -1.453247 -0.921546 1.627877 -1.374063 -3.117206 -3.165809 -3.389903 4.412444 -2.037339
