evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
33 11.4362304048 10.7355837024 -0.683483 0.934730 1.604677 -1.655852 -1.911917 -1.077159 0.359830 -0.801719 0.525143 0.172652
34 15.6598349555 10.7355837024 0.236204 -1.229279 2.909385 -0.493315 1.844117 2.329245 1.052436 -1.078626 -1.036307 -0.862381
35 24.4401594045 10.7355837024 -3.749869 -1.184390 -3.542653 2.561465 -2.049191 -1.634408 2.328537 1.453445 -0.276872 4.734668
36 11.1822665272 10.7355837024 0.857997 -1.108321 1.008310 -2.011529 -0.501854 -2.667469 1.177651 -2.743598 1.630707 -0.707058
37 28.5526651868 10.7355837024 -4.293528 -3.167020 -2.083398 3.811247 0.617672 0.406975 -0.385408 4.362792 1.309458 1.462550
38 11.8881378052 10.7355837024 -2.109201 0.179158 -2.021621 0.721146 1.470816 0.824584 2.978127 1.564121 -1.785323 3.653671
39 21.7353656804 10.7355837024 4.677297 -0.764218 -1.652129 -3.249065 -2.473590 -3.277388 -4.784641 -1.817165 0.746448 0.854379
40 19.3953201205 10.7355837024 1.692177 -1.140874 -1.117936 -2.112135 -1.368733 -0.034609 -2.785699 -0.821229 1.144074 -1.541330
41 27.0571772894 10.7355837024 1.591248 4.478562 3.661559 -3.352012 0.541512 2.104887 -3.977994 0.152893 3.004639 0.306451
42 16.3470876626 10.7355837024 -3.460993 -1.093221 2.412446 1.705971 -2.114336 3.111023 2.011575 -1.058267 0.197583 -2.630114
43 14.9271079861 10.7355837024 -2.484695 -1.644244 -1.067845 0.337419 -1.037797 -2.295513 2.179633 1.490666 -1.052589 1.186248
44 20.7127506151 10.7355837024 -1.599229 1.939595 1.849922 -0.754755 4.113433 -2.338711 1.099070 3.299477 2.677825 0.979107
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
1 21.1309883112 21.1309883112 3.500000 -1.166667 -1.500000 0.833333 4.500000 2.500000 -3.833333 -1.500000 -2.833333 3.833333
2 35.0597475648 21.1309883112 1.500000 3.833333 -0.833333 4.833333 -2.833333 -1.833333 3.166667 -3.166667 -1.166667 0.166667
3 16.8633983686 16.8633983686 -2.500000 1.500000 3.500000 3.166667 3.166667 3.166667 -0.833333 2.500000 -3.166667 2.166667
4 89.4469908535 16.8633983686 1.833333 4.166667 -1.833333 1.833333 2.500000 -2.500000 1.500000 -4.166667 3.833333 -2.166667
5 14.0562408716 14.0562408716 4.166667 -0.166667 0.833333 2.166667 -0.500000 1.166667 3.833333 2.833333 2.166667 1.500000
6 24.2364793634 14.0562408716 -1.166667 4.833333 -2.166667 -0.500000 -4.500000 4.500000 3.500000 0.833333 0.833333 4.833333
7 59.1598543172 14.0562408716 -1.833333 2.500000 4.166667 -1.833333 2.166667 -4.166667 0.500000 1.166667 -3.500000 2.500000
8 15.0667994294 14.0562408716 -4.833333 -3.500000 0.166667 -2.833333 -2.500000 0.166667 2.166667 4.166667 -0.166667 -0.500000
9 16.4965986742 14.0562408716 -0.833333 -1.500000 1.166667 3.833333 1.166667 4.166667 -1.500000 -0.500000 -1.833333 3.166667
10 31.7607894270 14.0562408716 0.166667 2.833333 1.833333 4.500000 -1.833333 -1.166667 -4.166667 1.500000 -0.500000 -3.833333
11 51.7937276855 14.0562408716 4.833333 4.500000 4.833333 0.500000 2.833333 1.500000 -3.500000 0.500000 4.833333 -2.833333
12 37.6218577187 14.0562408716 -1.500000 -4.833333 2.166667 -4.833333 4.833333 2.166667 4.166667 3.500000 0.166667 -1.833333
13 36.8891221115 14.0562408716 -4.500000 -0.500000 -0.500000 -3.500000 4.166667 -0.166667 -0.500000 3.833333 3.166667 -1.166667
14 85.5063686302 14.0562408716 -0.500000 -2.166667 -4.833333 -1.166667 -2.166667 -0.500000 -1.166667 1.833333 1.833333 1.833333
15 45.4666254654 14.0562408716 3.833333 -1.833333 3.833333 -4.500000 -4.166667 3.833333 -3.166667 -2.166667 1.500000 3.500000
16 328.2161485815 14.0562408716 -4.166667 0.166667 -3.500000 -4.166667 -4.833333 -2.166667 -2.166667 -0.166667 -2.500000 -3.500000
17 42.4084107400 14.0562408716 1.166667 -3.833333 -1.166667 -0.833333 1.833333 3.500000 -2.500000 -1.166667 -4.833333 -0.833333
18 31.0585943331 14.0562408716 2.166667 0.500000 2.500000 -3.166667 0.833333 0.833333 4.833333 -3.833333 -2.166667 0.833333
19 61.4165795022 14.0562408716 2.500000 -4.500000 -4.500000 2.500000 -3.833333 -3.500000 -2.833333 -2.500000 4.166667 2.833333
20 34.5397776624 14.0562408716 0.500000 1.833333 -0.166667 0.166667 -0.166667 -3.833333 1.833333 -4.833333 1.166667 0.500000
21 51.2949104941 14.0562408716 -3.833333 -2.833333 4.500000 1.500000 -3.166667 -1.500000 0.833333 -4.500000 -4.166667 -4.500000
22 38.1151401444 14.0562408716 -2.833333 2.166667 -3.833333 1.166667 -3.500000 -0.833333 4.500000 -2.833333 -1.500000 -1.500000
23 200.2557265174 14.0562408716 -2.166667 1.166667 -2.833333 -2.500000 0.500000 -4.833333 0.166667 -1.833333 -3.833333 -4.166667
24 41.1148689947 14.0562408716 -3.500000 -0.833333 -4.166667 -3.833333 -0.833333 4.833333 2.833333 3.166667 2.500000 -3.166667
25 20.4265895650 14.0562408716 -0.166667 3.166667 0.500000 2.833333 3.833333 1.833333 -4.833333 4.500000 -4.500000 1.166667
26 90.3924257819 14.0562408716 3.166667 -2.500000 2.833333 -2.166667 1.500000 -2.833333 -4.500000 -0.833333 0.500000 -2.500000
27 32.6172526221 14.0562408716 4.500000 3.500000 -2.500000 4.166667 -1.166667 2.833333 2.500000 4.833333 3.500000 -0.166667
28 107.2893428908 14.0562408716 -3.166667 0.833333 1.500000 -0.166667 -1.500000 -3.166667 1.166667 2.166667 2.833333 -4.833333
29 12.5876337665 12.5876337665 0.833333 -3.166667 3.166667 3.500000 0.166667 0.500000 -0.166667 0.166667 -0.833333 4.500000
30 127.9388985182 12.5876337665 2.833333 -4.166667 -3.166667 -1.500000 3.500000 -4.500000 -1.833333 -3.500000 4.500000 4.166667
31 30.1860608437 12.5876337665 -2.615072 -0.439747 0.181969 -1.093448 -0.813574 -0.516184 2.685823 0.907842 -0.198382 -1.078511
32 19.7794607341 12.5876337665 0.789784 -0.301896 3.978928 2.838635 1.756051 -0.405601 0.706933 -2.429396 -3.239561 1.641756
33 18.5693675431 12.5876337665 -1.628805 -0.434887 0.325187 1.560833 -3.080733 1.263096 1.277962 -0.263654 -2.237964 -4.162638
34 101.6635456983 12.5876337665 1.807365 4.239769 2.797463 4.807494 2.371163 -1.962490 -1.151061 4.595506 1.740739 -4.234025
35 27.0957680092 12.5876337665 0.845160 0.646883 0.703641 0.562996 2.861285 -1.510697 -1.707260 -0.947808 -0.688613 0.342243
36 25.7861155154 12.5876337665 1.474212 -0.768148 0.791636 -1.618618 -1.016888 2.068537 0.695114 -0.542114 0.308679 -1.268843
37 65.8292090564 12.5876337665 -1.457685 2.474691 -3.554443 2.535675 -1.786932 -3.139213 0.378560 0.477600 0.665431 -4.951179
38 39.9741488689 12.5876337665 -2.272737 0.890835 4.768680 3.199520 -0.010073 -1.132462 -0.902486 0.204606 -3.496898 -2.835059
39 19.0973471128 12.5876337665 -0.136393 1.259627 -3.420300 2.260438 -1.354665 1.311860 0.076728 -0.755540 -1.402921 -0.557152
40 74.6466187934 12.5876337665 -2.380183 -0.914656 -1.318318 -1.097802 1.032210 -1.454711 1.120928 4.923638 2.279643 -4.045956
41 19.3848215208 12.5876337665 1.272625 -3.352116 0.277408 1.654340 -0.215913 -2.332431 -0.686209 -2.114236 0.633510 3.728385
42 37.8151803935 12.5876337665 1.324882 0.579804 1.662833 0.528063 -0.594320 -0.732498 -2.760074 -3.311553 -1.617195 -2.065807
43 119.8017948745 12.5876337665 -0.277932 3.785924 2.920052 1.450063 2.990717 -1.932958 -3.217436 3.800536 0.536279 -4.923606
44 49.8260506175 12.5876337665 -3.137161 -0.853926 -3.907052 0.401726 -4.147191 1.753991 -1.009149 0.084473 -1.884749 -3.232057
45 16.1645799990 12.5876337665 1.537112 -0.466348 1.160064 -0.507488 1.577962 1.307847 0.661494 -2.173234 -1.242431 3.443761
46 30.0858057470 12.5876337665 -0.668985 -1.544178 4.222695 1.161495 0.300412 -4.356966 -1.942159 -3.432974 -1.955046 -0.978075
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
1 77.8776413947 77.8776413947 -3.166667 -3.500000 1.500000 -0.166667 -1.166667 4.500000 -4.500000 4.166667 1.833333 -3.833333
2 44.4501833594 44.4501833594 4.166667 -1.833333 -2.500000 -4.500000 -1.500000 2.500000 0.166667 2.166667 4.166667 1.166667
3 72.9503555696 44.4501833594 -1.833333 -3.166667 -3.500000 0.833333 1.500000 3.500000 -0.833333 0.166667 0.166667 -0.166667
4 56.7819781147 44.4501833594 3.833333 1.500000 0.166667 4.166667 -0.166667 -1.166667 0.500000 2.833333 -2.500000 3.166667
5 746.1237379107 44.4501833594 4.500000 -1.500000 -0.500000 4.833333 1.166667 -2.166667 -3.833333 -4.500000 2.500000 -2.166667
6 32.9506263604 32.9506263604 -3.833333 -2.500000 4.166667 -2.833333 -1.833333 4.833333 0.833333 1.166667 1.166667 -2.833333
7 25.6119190459 25.6119190459 -0.500000 1.833333 2.166667 -3.833333 -4.500000 -4.500000 -4.833333 -1.500000 2.166667 1.833333
8 101.2314260957 25.6119190459 0.500000 -2.166667 -0.833333 2.166667 -0.500000 0.833333 -2.500000 1.833333 2.833333 -4.833333
9 20.0311917350 20.0311917350 -4.500000 3.833333 3.500000 -0.833333 0.166667 -2.833333 2.166667 -2.166667 -4.166667 -4.500000
10 38.6576145014 20.0311917350 0.166667 0.500000 3.166667 -3.166667 -2.166667 -0.500000 3.833333 3.166667 -4.833333 -3.500000
11 58.3387845375 20.0311917350 1.500000 3.166667 -3.833333 -4.166667 1.833333 -1.500000 -2.833333 -4.833333 -3.166667 -4.166667
12 26.6608037939 20.0311917350 2.833333 -0.500000 4.833333 -1.500000 -2.500000 -4.166667 4.500000 -0.166667 -2.166667 0.833333
13 87.8558405391 20.0311917350 4.833333 0.833333 2.500000 -2.166667 4.166667 3.166667 -4.166667 4.833333 -4.500000 4.166667
14 47.1824984590 20.0311917350 0.833333 -4.166667 3.833333 -1.166667 -3.833333 4.166667 -0.166667 1.500000 -1.166667 3.500000
15 31.4237782348 20.0311917350 -4.833333 -0.166667 0.833333 3.500000 -4.833333 -0.166667 -1.500000 0.833333 -3.500000 -1.166667
16 19.3130246505 19.3130246505 -0.833333 -4.500000 -4.500000 -0.500000 3.833333 2.166667 3.500000 -0.500000 -0.166667 -1.833333
17 28.5175746741 19.3130246505 2.500000 -1.166667 2.833333 -3.500000 4.500000 -3.166667 2.500000 -4.166667 3.833333 4.833333
18 19.5584618870 19.3130246505 -3.500000 3.500000 -1.833333 -4.833333 -3.500000 -2.500000 4.166667 3.500000 1.500000 -0.500000
19 122.2470718302 19.3130246505 -1.500000 -4.833333 -4.833333 3.833333 2.500000 1.166667 -2.166667 4.500000 3.500000 4.500000
20 37.5557843948 19.3130246505 -1.166667 4.166667 1.833333 -1.833333 -3.166667 2.833333 -3.166667 -2.833333 -1.833333 3.833333
21 20.0277168822 19.3130246505 -0.166667 2.166667 -4.166667 -2.500000 3.166667 -4.833333 1.166667 -1.166667 0.500000 -2.500000
22 27.8079979219 19.3130246505 -2.166667 -3.833333 -2.833333 2.500000 -0.833333 0.166667 1.500000 0.500000 4.500000 -3.166667
23 57.7819157100 19.3130246505 2.166667 2.500000 1.166667 0.166667 -4.166667 -0.833333 -3.500000 -0.833333 -1.500000 0.500000
24 14.3000947171 14.3000947171 -4.166667 4.833333 -0.166667 2.833333 2.166667 -3.833333 1.833333 3.833333 0.833333 -1.500000
25 178.7374535094 14.3000947171 3.166667 1.166667 -2.166667 1.166667 4.833333 3.833333 -0.500000 -3.833333 -2.833333 0.166667
26 300.3143643878 14.3000947171 3.500000 0.166667 -1.500000 4.500000 0.833333 1.500000 -1.833333 -3.500000 3.166667 2.500000
27 30.8539602682 14.3000947171 1.833333 -2.833333 -3.166667 1.833333 0.500000 1.833333 3.166667 2.500000 -0.833333 1.500000
28 54.4280320674 14.3000947171 -2.833333 2.833333 -1.166667 3.166667 -2.833333 -1.833333 4.833333 -2.500000 -3.833333 -0.833333
29 29.3732914242 14.3000947171 -2.500000 -0.833333 4.500000 0.500000 2.833333 0.500000 2.833333 -1.833333 4.833333 2.833333
30 115.2323669948 14.3000947171 1.166667 4.500000 0.500000 1.500000 3.500000 -3.500000 -1.166667 -3.166667 -0.500000 2.166667
31 13.0655396221 13.0655396221 0.636851 0.617233 0.916667 -2.443332 0.451863 -0.763624 0.873740 -0.941548 -0.165022 0.497497
32 62.8150565494 13.0655396221 1.516625 -3.091328 -3.125274 -2.716402 -3.443923 3.853984 0.397921 4.762560 -0.538659 0.002247
33 25.9840707563 13.0655396221 -2.458288 -0.046024 3.704692 -1.368287 -3.565134 0.933229 2.791543 0.324006 -4.021536 -2.654385
34 74.1485797353 13.0655396221 3.752042 -1.907659 -3.047004 1.985974 1.987029 4.527325 -0.933435 4.319356 -1.864675 2.797073
35 19.4635335777 13.0655396221 -1.752639 0.027684 1.520423 -1.362033 -1.913977 1.832051 0.492047 3.328278 0.278146 0.433429
36 26.3032494659 13.0655396221 0.629611 -3.774760 -1.306004 -1.619507 0.512493 3.460008 1.827723 0.274325 -0.578092 -1.189683
37 21.0188364181 13.0655396221 1.447039 -0.382716 2.277632 0.192177 0.065171 -0.793215 1.271980 -0.463327 0.491679 2.413656
38 65.5101350801 13.0655396221 2.694196 -3.165105 -2.259544 -0.460586 -2.948227 3.282943 -2.300185 3.022592 1.485005 2.213719
39 28.0140014117 13.0655396221 -3.708249 3.348878 2.278539 0.767754 -3.636758 -0.487737 -0.213400 1.845330 -3.834465 -2.691268
40 41.7548023355 13.0655396221 3.225771 -2.370388 0.897133 -3.860037 -3.197785 2.543262 -1.089891 1.947693 1.450205 3.474262
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
1 14.8399474252 14.8399474252 0.166667 -1.166667 0.833333 1.166667 -2.833333 -1.500000 -1.166667 3.166667 2.500000 -3.166667
2 28.0890101732 14.8399474252 -1.833333 3.833333 -0.833333 -4.833333 -4.166667 0.833333 0.833333 -4.166667 -0.833333 -1.166667
3 11.0364416208 11.0364416208 -2.833333 2.166667 -0.166667 0.166667 0.833333 3.166667 1.833333 -3.166667 -2.500000 1.500000
4 175.5523870069 11.0364416208 4.166667 4.166667 -1.500000 -1.833333 2.500000 1.500000 -3.166667 4.166667 -1.166667 0.500000
5 9.4632901655 9.4632901655 -3.833333 2.833333 -0.500000 3.166667 -4.833333 -2.166667 0.166667 0.166667 1.500000 2.833333
6 25.3788843275 9.4632901655 4.500000 -0.833333 -3.500000 2.500000 0.500000 -3.500000 -0.833333 -2.166667 3.500000 -1.500000
7 77.2131101265 9.4632901655 4.833333 1.833333 -2.500000 -4.500000 3.833333 -1.833333 -2.833333 -0.833333 0.166667 -3.500000
8 287.6402371080 9.4632901655 3.500000 0.833333 1.166667 -3.833333 4.833333 -4.500000 -3.500000 4.833333 -4.166667 0.166667
9 21.3445487585 9.4632901655 -1.500000 0.166667 -2.833333 0.833333 3.166667 -1.166667 -0.500000 2.833333 3.833333 3.166667
10 11.1770036964 9.4632901655 -4.500000 -3.500000 -1.833333 -0.500000 0.166667 -0.500000 -2.500000 -2.500000 -2.833333 4.500000
11 20.4724208832 9.4632901655 -3.500000 2.500000 0.500000 0.500000 1.166667 4.500000 3.833333 1.833333 0.500000 1.166667
12 21.1377022745 9.4632901655 -2.500000 -0.166667 1.833333 1.833333 1.500000 2.166667 4.833333 3.833333 0.833333 -2.166667
13 67.0732754557 9.4632901655 -4.833333 -2.166667 0.166667 -2.833333 -0.833333 0.500000 -1.833333 -4.833333 -3.833333 -4.166667
14 41.5041303092 9.4632901655 3.833333 -0.500000 2.500000 -2.500000 -1.166667 3.500000 3.166667 3.500000 3.166667 -0.500000
15 73.0767221545 9.4632901655 -1.166667 4.500000 -1.166667 -3.500000 -0.166667 -3.833333 -0.166667 4.500000 -4.833333 2.166667
16 30.2421871247 9.4632901655 2.833333 4.833333 -2.166667 3.500000 -2.500000 -3.166667 3.500000 -4.500000 1.833333 -1.833333
17 103.7555674707 9.4632901655 -2.166667 -2.500000 4.833333 4.500000 2.833333 -4.166667 2.833333 -0.166667 -4.500000 3.833333
18 45.6179808762 9.4632901655 1.500000 3.166667 3.166667 -1.500000 4.500000 0.166667 -2.166667 1.166667 -1.500000 -2.500000
19 13.9155410686 9.4632901655 1.166667 3.500000 -3.833333 2.166667 -3.166667 -4.833333 2.166667 -3.833333 2.166667 0.833333
20 35.3626697680 9.4632901655 -0.500000 1.166667 -3.166667 -0.166667 -1.833333 3.833333 -4.500000 -1.500000 -0.166667 -4.833333
21 20.7647127132 9.4632901655 2.166667 1.500000 3.833333 2.833333 -0.500000 -2.500000 -3.833333 -2.833333 4.166667 -3.833333
22 51.8841001398 9.4632901655 -4.166667 -4.833333 -4.500000 -4.166667 3.500000 -0.166667 -4.166667 2.166667 -2.166667 3.500000
23 55.8313075465 9.4632901655 1.833333 -2.833333 4.166667 -0.833333 -4.500000 4.833333 1.500000 0.833333 -3.166667 -4.500000
24 12.3872569812 9.4632901655 -0.833333 -3.833333 1.500000 1.500000 2.166667 2.833333 -1.500000 0.500000 2.833333 -0.166667
25 29.1261954644 9.4632901655 3.166667 -1.500000 -4.833333 4.166667 4.166667 1.833333 1.166667 -0.500000 4.500000 -0.833333
26 127.9951678806 9.4632901655 2.500000 -4.500000 3.500000 3.833333 -2.166667 2.500000 4.500000 1.500000 -3.500000 2.500000
27 44.4058757012 9.4632901655 -0.166667 -4.166667 2.166667 -1.166667 -3.500000 4.166667 2.500000 -3.500000 4.833333 -2.833333
28 14.7859386948 9.4632901655 0.833333 -1.833333 4.500000 4.833333 -3.833333 -2.833333 -4.833333 -1.833333 1.166667 4.833333
29 50.6495993871 9.4632901655 -3.166667 -3.166667 -4.166667 -2.166667 1.833333 -0.833333 4.166667 -1.166667 -1.833333 1.833333
30 30.3009432450 9.4632901655 0.500000 0.500000 2.833333 -3.166667 -1.500000 1.166667 0.500000 2.500000 -0.500000 4.166667
31 41.4353262630 9.4632901655 3.462877 1.619399 3.182811 3.023455 -0.277944 -1.514586 -1.132153 0.060885 2.346449 -1.476320
32 22.2938340693 9.4632901655 -4.185724 -0.199198 -1.482876 -0.483753 -1.519019 2.864841 1.255812 2.536247 1.879071 -1.793145
33 22.1593331331 9.4632901655 1.245509 -1.530134 0.954409 3.158938 -0.206284 -2.024306 -1.298597 -3.462848 0.214603 3.167350
34 11.5868459418 9.4632901655 -3.213741 2.923234 -2.669920 0.704983 -1.014282 -0.678240 1.012575 -0.893617 -0.063262 1.494653
35 25.5424188728 9.4632901655 -4.050329 0.748194 -0.221756 -1.321083 -1.175712 0.976077 -3.917159 1.447570 0.225773 -1.401525
36 20.4440579127 9.4632901655 -2.840770 -3.583974 -2.140817 4.056167 1.620027 4.448880 4.886141 -2.669402 2.873872 1.551877
37 14.3597635224 9.4632901655 0.962736 -1.411697 -0.080557 1.652542 -1.282636 -3.008032 -1.423862 1.563265 1.899497 1.571847
38 20.4360961557 9.4632901655 -3.551757 0.451090 -3.565779 -0.111661 -2.631487 -3.533882 -0.535972 2.863195 0.733001 3.708890
39 16.1076897501 9.4632901655 -1.931315 -2.001303 0.424432 -0.914313 -0.848386 1.763874 0.077714 -0.122004 -0.820141 0.249877
40 20.3103129068 9.4632901655 -3.200852 2.222783 0.395143 -0.533808 -1.420154 0.368719 -0.090955 4.657321 0.611402 0.357667
41 15.3095791895 9.4632901655 -3.462487 -2.141080 -2.619161 -1.021879 0.653004 1.230855 -0.258155 2.004858 0.593360 0.996638
42 22.4564151088 9.4632901655 -0.186967 0.051049 -3.906835 0.147074 0.874809 -3.040763 -1.882670 4.740331 3.661099 0.101080
43 11.7007773928 9.4632901655 -0.494136 1.421006 -1.193107 -0.392994 0.425309 0.048705 -1.673606 -3.403356 -0.665122 -1.057197
44 34.8897562166 9.4632901655 -2.108815 3.401977 1.819215 -0.940263 2.358381 0.727193 0.129637 2.327759 -3.427459 2.688303
45 29.4433654250 9.4632901655 1.251096 -4.717671 3.662705 0.436166 -1.688257 2.790796 1.567421 1.112774 1.008497 -1.392027
46 28.6778386672 9.4632901655 -1.072854 -4.003338 -4.438249 0.437668 -0.186121 -0.104323 1.022496 -2.629649 1.561064 0.744044
47 20.6675253582 9.4632901655 -2.297914 4.301499 -1.236116 0.498148 -3.884100 -4.247486 -1.759544 2.147326 0.762583 1.721819
48 37.4478926771 9.4632901655 0.707350 0.442579 2.304081 0.713269 0.091586 -0.362827 0.168934 0.908549 -0.829243 1.194837
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
1 78.0507625815 78.0507625815 -0.500000 -4.166667 -2.166667 4.500000 2.166667 4.500000 -4.166667 4.166667 -1.500000 -2.500000
2 147.3726672240 78.0507625815 4.500000 -1.500000 -3.500000 2.166667 1.500000 0.833333 -1.166667 -3.500000 -0.833333 -2.833333
3 17.9270217932 17.9270217932 -0.166667 3.833333 1.166667 -2.833333 -3.166667 -0.500000 -0.833333 -4.500000 -4.500000 4.166667
4 68.3651444154 17.9270217932 -4.500000 3.166667 2.833333 -4.166667 -2.833333 2.166667 -2.833333 3.166667 -1.833333 -4.166667
5 250.1006598448 17.9270217932 4.166667 -4.833333 -0.833333 -3.166667 -4.500000 -1.166667 4.500000 -4.166667 3.833333 3.500000
6 157.8622802278 17.9270217932 -2.166667 -3.833333 -0.166667 -0.833333 0.166667 -2.833333 -1.500000 4.500000 1.500000 -2.166667
7 29.6183050331 17.9270217932 0.500000 -0.833333 -2.833333 2.833333 4.833333 3.833333 1.833333 -2.833333 -1.166667 4.833333
8 76.3375394941 17.9270217932 -1.833333 2.833333 0.500000 -1.166667 2.833333 -1.833333 0.500000 0.166667 -4.166667 -3.166667
9 26.1355576421 17.9270217932 -4.166667 -1.166667 -3.166667 -1.500000 3.500000 4.166667 0.166667 1.500000 0.166667 -4.500000
10 34.8118749015 17.9270217932 0.833333 4.166667 0.166667 1.166667 4.166667 -1.500000 2.166667 0.500000 -2.833333 -1.166667
11 25.7020376764 17.9270217932 -0.833333 -2.833333 1.500000 4.833333 0.500000 -2.166667 -4.833333 3.500000 3.500000 -1.500000
12 34.1734616765 17.9270217932 -3.500000 -1.833333 -2.500000 -2.500000 4.500000 -3.166667 2.500000 -0.166667 0.833333 0.500000
13 12.9874554339 12.9874554339 -3.833333 -3.166667 3.500000 2.500000 2.500000 -0.833333 3.833333 -1.833333 1.166667 -3.500000
14 16.2897882749 12.9874554339 0.166667 2.500000 2.500000 1.833333 -2.166667 2.500000 1.500000 -0.833333 0.500000 -0.166667
15 17.0631807471 12.9874554339 -3.166667 2.166667 1.833333 3.166667 1.166667 0.500000 -2.166667 -3.166667 -2.500000 0.833333
16 238.3908361194 12.9874554339 2.500000 4.500000 0.833333 4.166667 -4.166667 -4.166667 -4.500000 -0.500000 -4.833333 -4.833333
17 13.3568140741 12.9874554339 -1.166667 -4.500000 -1.166667 1.500000 -1.833333 1.833333 0.833333 -4.833333 -0.166667 2.166667
18 42.6012600288 12.9874554339 2.166667 -2.166667 4.833333 3.500000 -1.166667 -4.500000 3.500000 2.166667 3.166667 1.166667
19 21.2822886739 12.9874554339 1.833333 0.166667 -4.500000 0.833333 -3.500000 4.833333 -3.833333 2.833333 2.166667 2.833333
20 24.5301990406 12.9874554339 -2.500000 1.833333 -1.500000 -3.500000 -0.500000 -4.833333 2.833333 1.166667 4.500000 4.500000
21 15.3480381215 12.9874554339 -2.833333 0.500000 3.166667 -0.166667 -3.833333 3.166667 4.166667 -1.500000 4.833333 1.833333
22 136.4470832638 12.9874554339 2.833333 -0.500000 3.833333 -4.500000 -4.833333 -0.166667 1.166667 -2.500000 -3.166667 2.500000
23 27.9559696843 12.9874554339 1.166667 3.500000 -3.833333 0.166667 0.833333 -3.833333 -2.500000 1.833333 1.833333 0.166667
24 116.0988017348 12.9874554339 1.500000 1.500000 4.500000 -1.833333 1.833333 1.500000 -0.166667 4.833333 -3.500000 1.500000
25 33.6151750080 12.9874554339 3.166667 -0.166667 -1.833333 -2.166667 -0.833333 -2.500000 -1.833333 -3.833333 4.166667 3.833333
26 37.6365840687 12.9874554339 -1.500000 4.833333 2.166667 3.833333 -2.500000 2.833333 -3.166667 2.500000 -0.500000 -0.833333
27 32.0184366414 12.9874554339 4.833333 -3.500000 -4.833333 -0.500000 3.833333 0.166667 -3.500000 0.833333 2.833333 3.166667
28 236.8291942558 12.9874554339 -4.833333 0.833333 4.166667 -4.833333 -0.166667 -3.500000 -0.500000 3.833333 -3.833333 -1.833333
29 46.7087798237 12.9874554339 3.500000 -2.500000 -4.166667 -3.833333 -1.500000 3.500000 3.166667 -2.166667 2.500000 -3.833333
30 74.2731335603 12.9874554339 3.833333 1.166667 -0.500000 0.500000 3.166667 1.166667 4.833333 -1.166667 -2.166667 -0.500000
31 17.3517202481 12.9874554339 -3.480086 2.755667 1.098475 -0.135730 -3.109865 3.869106 0.068268 -2.087620 -0.677124 2.407567
32 24.4182257476 12.9874554339 0.730426 -2.389427 -0.020017 1.044169 1.488581 -2.844351 -0.072654 0.467532 1.412022 -0.684389
33 10.6768822400 10.6768822400 -1.069715 -1.763041 -1.921502 -0.625652 0.816719 1.954715 1.048924 -1.111681 0.919920 0.475311
34 10.3892482080 10.3892482080 -2.951761 -1.498700 1.158194 -0.969219 -0.661903 -0.099968 1.951769 -3.770186 -0.556309 0.842437
35 17.5626921720 10.3892482080 -0.234500 0.773280 -0.677995 0.559519 3.215782 -3.279985 -0.228107 -1.970804 -1.937753 1.948967
36 10.3327818670 10.3327818670 0.119901 0.854812 1.422172 1.834323 -1.385166 -0.571107 -0.937149 1.297077 1.641635 0.780735
37 20.5408257126 10.3327818670 -2.776794 -2.664235 1.304873 1.530123 0.071913 1.886373 3.024668 -3.216122 1.383364 0.566167
38 24.0190422615 10.3327818670 -1.848720 1.512985 0.992477 1.309933 2.795995 -1.887654 -0.216293 0.240852 -1.767978 -0.534398
39 35.7309414594 10.3327818670 4.613088 -1.086713 -2.606146 1.296753 -0.337838 0.442865 -1.998846 0.313483 0.880338 1.167790
40 18.3922320945 10.3327818670 -2.264665 -1.274531 0.291856 -2.120408 1.523402 -1.151822 1.716126 0.885213 0.106332 -2.721013
41 25.0958398344 10.3327818670 -1.065504 0.713587 0.057417 2.681399 0.106048 3.308644 -1.593346 0.008707 -1.140012 -0.534806
42 38.2044045625 10.3327818670 2.787988 -0.445868 -0.577431 0.086073 0.780266 0.401809 0.494050 0.318241 -0.991982 -1.908333
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
1 42.6229764062 42.6229764062 -0.500000 3.833333 2.833333 4.166667 3.166667 3.833333 -3.500000 4.833333 -2.500000 4.166667
2 52.2381786442 42.6229764062 1.500000 0.166667 4.833333 3.166667 -1.833333 0.500000 -2.166667 -4.833333 0.833333 -3.166667
3 30.9423269884 30.9423269884 4.833333 1.166667 2.166667 -2.500000 -3.166667 3.166667 -4.833333 -0.833333 0.500000 0.833333
4 40.1703730932 30.9423269884 -4.500000 4.166667 -1.833333 -4.833333 0.166667 -4.166667 1.166667 -3.833333 4.833333 2.500000
5 16.0844927825 16.0844927825 0.500000 -2.833333 -3.500000 -1.500000 -4.166667 -3.833333 4.166667 1.166667 -2.166667 -0.500000
